Date,Local Route,Light Rail,Peak Service,Rapid Route,School,Other
01/04/2023,4092,5835,0,8656,0,28
15/08/2021,525,526,0,906,0,10
13/04/2023,11910,9464,324,16443,0,57
24/12/2021,4877,3422,29,6010,0,25
23/02/2022,13157,7269,161,13136,5415,100
10/10/2019,14887,11849,389,23700,0,0
02/09/2023,3959,6385,0,9125,0,13
03/10/2022,2168,4046,0,5659,0,13
15/03/2021,16570,9384,354,17731,5693,57
08/04/2021,11836,8604,262,15243,0,69
09/11/2022,15356,9747,284,16491,4341,71
26/07/2021,14918,8563,295,15651,5557,57
26/11/2022,4063,9014,0,8471,0,26
15/11/2022,14825,9797,261,16820,4113,71
27/07/2020,9904,4865,157,9922,5038,25
25/08/2023,15613,11094,296,19360,4445,74
16/10/2019,19025,12516,435,26062,5862,1
21/07/2020,11431,5706,148,11239,5160,29
03/10/2021,594,691,0,1311,0,10
22/05/2021,3257,4849,0,6541,0,42
31/01/2023,15316,10196,297,17918,3664,54
02/09/2022,13829,9212,152,15371,4291,53
19/09/2023,16511,11677,357,20607,4863,75
31/10/2021,1558,2212,0,3307,0,16
15/12/2020,12627,8322,266,14088,1135,46
19/11/2023,2852,4704,0,6737,0,20
05/02/2020,19625,11974,423,25010,7208,0
15/01/2021,10317,5360,175,12170,0,47
05/07/2021,10261,7354,256,13077,0,27
13/08/2019,19097,12372,468,26757,5716,0
11/01/2021,4199,5553,110,3843,0,2
02/06/2021,16489,9620,305,17913,5512,110
27/01/2021,10770,7068,282,13369,0,51
19/12/2021,1585,2348,0,3549,0,40
07/11/2019,18777,12046,473,24991,5639,0
12/07/2020,1381,2284,0,3311,0,2
05/06/2021,3279,4610,0,6389,0,37
05/11/2020,12251,6152,212,12220,4789,54
10/06/2022,12698,8385,193,14180,3862,48
03/11/2023,16077,10796,259,18509,4585,70
03/11/2022,14796,9131,232,16373,4190,88
05/04/2020,746,744,0,1289,0,3
06/01/2022,5438,3846,50,6286,0,26
27/05/2020,7619,3700,99,7974,4084,1
28/12/2022,5505,4082,20,6369,0,41
25/06/2023,2380,4256,0,5770,0,24
09/05/2021,2063,3493,0,4627,0,24
25/02/2021,16339,9267,301,17560,5829,110
29/08/2020,2266,3880,0,5153,0,14
11/10/2019,14293,12071,285,22457,0,0
06/04/2021,11113,8226,318,14590,0,59
26/09/2020,2377,3749,0,5286,0,17
26/12/2019,2804,4987,0,6726,0,0
09/07/2021,10476,8172,193,13363,0,40
11/10/2020,1846,2842,0,4107,0,45
04/02/2020,19116,11690,498,25242,6225,0
24/10/2022,13910,8787,282,15422,4451,85
16/09/2022,13366,9265,183,15208,3998,62
07/10/2020,8928,5773,228,10638,0,40
28/02/2022,13125,6930,161,13403,5547,71
05/12/2020,3054,4333,0,6090,0,29
13/10/2021,2732,1229,28,2777,0,29
05/07/2020,1596,2702,0,3585,0,3
21/09/2020,12177,5935,200,11947,5022,49
18/09/2022,2108,3922,0,5466,0,11
14/12/2019,3821,6422,0,8312,0,0
27/11/2019,17817,11681,432,23824,5138,135
18/10/2019,18448,12685,370,25368,5421,1
29/01/2021,9839,6673,200,11929,0,50
16/06/2020,9492,4940,152,10258,4880,3
26/05/2022,14094,9156,236,15478,4057,76
21/08/2020,10782,5601,151,10671,4802,58
06/07/2021,10113,7544,270,13375,0,41
09/05/2023,16463,11195,398,19820,5055,63
11/01/2020,3059,4677,0,6433,0,2
16/07/2021,13721,8248,209,14637,4720,66
28/06/2021,9512,6550,230,12511,0,49
16/08/2022,13948,8799,230,16341,4461,46
16/05/2022,13615,7662,224,14577,4462,55
14/05/2020,4340,2420,75,5365,891,2
24/06/2023,3687,5589,0,7355,0,29
12/07/2019,12614,9413,344,18057,0,1
11/05/2021,16561,9506,347,17516,5581,90
20/06/2021,1947,3298,0,4742,0,22
26/09/2021,563,599,0,1176,0,5
12/10/2020,12751,6503,215,12624,5522,102
05/12/2022,13053,9071,259,15430,2872,63
08/08/2023,16636,11895,405,21512,3997,94
24/07/2020,11450,6212,124,11382,5209,43
28/09/2023,12856,11739,275,19070,0,56
21/08/2022,2075,3712,0,5306,0,19
11/08/2019,3707,3943,0,5770,0,1
23/02/2023,16954,11357,323,21285,5182,120
18/12/2022,2487,4070,0,5647,0,35
19/02/2022,3023,4443,0,5958,0,32
12/12/2020,3187,5177,0,6380,0,16
14/07/2022,9513,7978,200,12749,0,53
07/11/2020,2897,4034,0,5741,0,25
25/10/2023,16581,11075,363,19813,5140,60
02/04/2022,2751,4433,0,6021,0,15
08/03/2020,3154,4829,0,6895,0,1
25/12/2020,172,451,0,356,0,0
01/11/2023,15949,10451,341,19032,5006,74
21/10/2021,5132,2380,48,5301,0,38
10/12/2020,13171,8634,237,14607,2553,56
30/08/2020,1841,2713,0,3867,0,27
21/06/2020,1379,2289,0,3172,0,3
08/06/2021,16301,9571,334,17376,5389,66
12/03/2020,19980,12347,447,27428,6141,0
25/03/2022,13446,8656,182,15567,4428,49
22/07/2019,18376,11664,440,24147,5332,0
25/03/2021,16955,9822,328,18354,5521,88
12/12/2023,17134,10356,363,19855,1663,101
22/08/2023,16136,11369,356,20456,4731,72
13/08/2022,3097,4934,0,6808,0,21
26/10/2023,16819,10938,324,19802,5116,81
16/07/2023,2532,4481,0,6468,0,21
17/06/2022,12574,8810,194,14281,4069,44
08/02/2020,3711,5888,0,7675,0,0
09/08/2023,16458,12116,393,20886,4575,149
09/10/2021,954,893,0,1730,0,5
14/02/2021,2452,3681,0,5320,0,23
18/05/2020,5686,2707,85,6389,1986,0
07/04/2023,1146,2347,0,3058,0,11
26/05/2020,7414,3709,110,7828,4010,1
26/08/2020,11782,5909,175,11980,5235,37
24/01/2023,11675,8849,276,15200,0,60
26/08/2023,4105,7011,0,8653,0,13
15/06/2021,15462,9377,309,16887,5069,79
18/09/2019,19573,12757,419,26092,5731,0
10/11/2019,2744,4584,0,6673,0,1
20/10/2022,15110,9605,244,17024,4531,113
06/08/2019,19528,12403,474,26649,5947,0
05/04/2023,16759,10913,355,19340,4987,84
13/03/2021,3272,3524,0,6628,0,26
23/06/2022,12406,8506,244,14809,3999,74
18/05/2023,16171,11091,335,19269,5070,118
18/02/2022,12716,7199,127,12989,5208,59
30/01/2021,2963,4235,0,5929,0,34
10/03/2022,13773,7887,184,15192,5233,85
28/07/2023,15294,10730,262,18223,4694,77
12/07/2022,9556,7802,229,12924,0,54
06/04/2022,14261,8349,249,15143,4690,68
11/07/2020,1822,2998,0,4270,0,3
30/06/2022,11479,8122,225,14257,1309,68
04/11/2019,18178,11601,452,24231,5833,0
03/07/2019,16613,10658,427,22025,3638,0
09/12/2021,11059,6942,199,12064,2369,52
18/09/2023,15571,10509,381,18959,4805,57
14/06/2021,2043,3204,0,4470,0,12
31/08/2019,5683,6736,0,9225,2,1
07/05/2023,2010,3260,0,4904,0,18
02/10/2021,888,774,0,1425,0,12
05/01/2023,8541,7632,141,11050,0,42
20/07/2021,15046,8528,328,15468,5450,66
21/07/2023,15700,10657,200,18176,4714,151
06/02/2020,20061,11865,477,25312,7234,0
05/01/2021,8057,6167,166,9725,0,39
19/08/2022,13435,9082,180,15167,4297,78
24/01/2021,1949,2590,0,3903,0,42
02/12/2021,11386,6669,185,12560,3815,64
07/02/2022,11886,5832,136,11005,5760,53
08/08/2022,13260,8249,224,15030,4586,66
27/06/2022,11424,7787,218,13919,2678,66
17/07/2023,14797,10018,383,17549,2033,87
18/07/2019,14092,10938,396,20989,0,0
03/04/2021,2445,4380,0,5352,0,22
02/07/2021,10127,7741,203,12920,0,37
18/06/2023,2206,4128,0,5846,0,18
02/04/2020,2648,1364,54,3201,53,1
11/12/2022,2424,4662,0,5876,0,24
17/06/2021,15189,9338,320,17070,4969,68
27/04/2023,16872,11389,362,20509,5453,101
25/11/2019,17086,11115,451,23151,5426,121
18/10/2020,1897,2913,0,4101,0,13
16/11/2021,10946,5979,165,11113,4641,50
15/11/2021,10197,5165,154,9988,4451,80
09/12/2023,4692,6021,0,8925,0,13
10/12/2019,16469,11255,437,22691,3831,0
15/12/2023,15934,10948,220,18978,926,81
04/03/2020,18430,11417,470,25248,6040,137
17/11/2023,15668,10600,252,18380,4572,67
13/10/2023,16430,11369,260,19439,4977,68
16/10/2023,15484,9830,338,18415,5125,83
22/10/2019,18951,12425,464,25925,5661,0
07/08/2020,10080,5185,124,9993,4680,26
24/12/2023,2527,3481,0,5191,0,399
04/08/2022,9753,6280,157,11787,3258,58
25/07/2020,2013,3721,0,4838,0,15
31/05/2020,1286,1917,0,2755,0,3
30/10/2022,2259,4171,0,5454,0,14
22/06/2020,8964,4925,138,10045,4805,3
18/08/2019,3691,4355,0,5976,0,1
20/12/2022,10832,8308,221,13925,0,46
02/06/2022,13351,8513,249,14933,4426,64
28/03/2022,13027,7620,254,14486,4896,49
08/12/2023,16662,10697,249,18946,2302,74
05/06/2023,14933,9862,368,17463,5113,50
30/09/2023,4072,7268,0,9330,0,92
04/10/2022,10872,9141,219,15168,0,64
25/02/2023,4194,8074,0,8817,0,36
11/04/2020,891,778,0,1523,0,0
05/10/2019,3494,6942,0,9031,0,0
03/02/2021,16332,8949,295,16550,6740,46
28/07/2022,13634,8601,218,15277,4444,70
06/04/2020,3018,1565,54,3387,42,0
05/07/2019,16040,10532,400,20697,2856,0
15/07/2020,6998,5168,139,9967,0,4
01/05/2021,3210,5051,0,6511,0,31
19/04/2022,9097,6941,231,12267,0,51
01/10/2023,2705,5627,0,7399,0,21
02/08/2021,15232,8730,292,16641,4647,91
10/11/2021,10766,5418,158,10274,4747,68
02/03/2022,13166,7064,196,14058,5354,54
06/11/2022,2285,4208,0,5560,0,44
22/07/2023,4049,6498,0,8846,0,25
26/03/2021,16457,10272,212,17390,5531,93
13/09/2022,13819,9164,221,16368,4359,59
12/04/2020,586,688,0,1049,0,0
14/01/2021,9839,5073,223,12053,0,30
08/06/2020,1360,2039,0,3038,0,0
04/06/2020,9131,4513,114,9588,5000,1
27/08/2019,18837,12065,450,25778,5460,0
24/03/2020,5555,3458,210,8169,443,0
05/05/2020,3551,1917,67,4496,149,10
03/03/2022,13811,7614,193,14616,5631,86
09/04/2020,3294,1569,40,3661,34,1
25/01/2023,11963,9123,261,15513,0,62
14/04/2023,11464,9419,261,15882,0,60
22/01/2021,10235,5446,196,12627,0,45
08/12/2020,13519,8538,257,15053,3522,55
14/12/2020,12176,8184,249,13666,971,38
27/05/2021,16618,9841,310,17936,5285,114
09/08/2021,15466,8880,311,16701,5268,62
16/02/2020,2910,4208,0,6437,0,1
14/09/2020,12068,6187,190,12126,4973,77
27/06/2021,2109,3300,0,4711,0,19
16/05/2020,1512,1838,0,2915,0,0
09/03/2020,2902,4399,0,6739,0,1
31/01/2022,8241,4904,99,8679,901,24
22/12/2020,9059,6636,186,10915,0,36
15/04/2020,2970,1602,55,3627,0,1
12/06/2023,2280,3635,0,5382,0,14
13/10/2020,13449,6815,243,13550,5596,106
06/03/2020,19515,12465,386,26030,6147,150
19/09/2019,19547,12707,458,26165,5745,0
05/11/2022,3531,5568,0,7541,0,34
14/11/2019,19081,12298,462,25207,5569,0
15/05/2023,15462,10191,373,18451,5000,82
21/11/2021,1677,2593,0,3849,0,19
21/12/2021,8405,6122,156,10569,0,55
27/08/2021,2086,772,20,1888,0,24
26/06/2023,12935,9282,322,16301,2924,67
15/03/2020,2607,3502,0,5840,0,0
26/11/2019,17653,11287,472,24190,5380,76
17/09/2021,2516,1016,15,2354,0,30
11/08/2020,11796,5801,168,11817,5235,55
16/01/2020,12368,9422,363,18705,0,0
13/12/2021,10459,6772,179,11968,917,58
10/01/2023,10552,8025,254,13727,0,50
10/12/2023,3268,4910,0,7403,0,21
16/02/2023,17090,11327,292,20321,5753,117
11/03/2022,13492,8348,175,14959,4656,49
23/12/2022,8636,6882,60,10697,0,45
09/01/2021,2323,4005,0,4997,0,27
29/07/2023,3889,6929,0,8827,0,12
06/08/2023,2544,5047,0,6831,0,25
15/06/2023,15314,11367,367,18266,4364,76
29/09/2020,9469,6426,222,11375,0,43
13/07/2021,15437,8969,312,16007,5151,56
17/11/2020,13498,7809,273,14397,4780,42
07/09/2023,15871,10476,310,19018,4607,69
31/01/2021,2227,3231,0,4579,0,19
13/11/2022,1869,3197,0,4669,4,19
10/09/2020,12648,6421,213,12437,5072,56
06/03/2021,3287,5006,0,6519,0,42
31/08/2021,2111,767,19,1877,0,18
26/10/2022,14973,9509,276,17188,4285,112
03/04/2020,3084,1558,52,3519,49,0
03/07/2021,2729,3929,0,5591,0,30
08/07/2022,9344,7810,158,12178,0,43
29/01/2020,13618,10066,281,20355,0,0
21/02/2020,20196,14773,381,27274,6270,1
21/01/2020,13327,10650,441,20494,0,1
06/01/2023,8728,8728,119,11240,0,74
14/05/2022,2993,4715,0,6276,0,17
26/07/2020,1377,1935,0,2952,0,14
17/09/2022,3201,5410,0,7001,0,21
06/05/2022,12690,8920,162,13686,3786,1105
12/09/2023,16225,10752,370,20100,4952,91
11/11/2020,13983,7616,255,14158,4924,50
21/04/2021,17008,9756,333,18260,5945,87
05/09/2020,2352,3874,0,5703,0,33
03/09/2019,18655,11206,473,24236,5993,0
17/05/2021,15725,8498,290,16844,5324,58
18/12/2019,15571,10783,386,20872,838,0
18/10/2021,4309,2260,46,4470,0,63
15/10/2023,2733,4674,0,6635,0,12
12/04/2023,11439,8952,304,16302,0,49
23/02/2021,16307,9324,340,17544,5964,90
02/03/2021,15296,9596,340,17364,2279,84
14/10/2020,13220,6932,235,13692,5362,56
19/10/2022,15004,9893,271,17401,4520,144
15/08/2022,13351,8501,229,15343,4725,59
10/10/2023,16811,11939,388,21002,5082,67
17/03/2021,16785,9652,382,18088,5806,58
21/04/2020,3012,2336,59,3738,0,0
24/12/2019,7522,5894,75,9896,0,0
02/11/2022,14923,9251,292,16548,4134,90
24/05/2021,15716,9235,302,16929,5234,73
23/01/2021,2945,2568,0,5160,0,26
24/02/2023,16736,12125,271,20324,5107,94
15/05/2020,4497,2636,76,5496,850,3
19/02/2020,20862,12622,478,27974,6723,0
01/04/2020,3044,1684,63,3666,72,0
05/11/2021,9840,5081,93,9188,4393,50
26/02/2021,16179,9691,244,17227,5709,87
14/08/2022,2020,3445,0,5028,0,34
09/08/2020,1420,1907,0,3035,0,12
02/02/2021,15765,8633,284,16256,5961,47
25/05/2023,12032,10241,300,15122,4884,56
29/11/2023,14714,8960,330,17200,4782,60
01/03/2020,2913,5869,0,6972,0,2
16/04/2022,2541,4171,0,5337,0,12
22/11/2023,15962,10907,361,19041,4636,67
04/08/2021,15933,9224,315,17131,5186,54
28/09/2021,2435,1014,25,2387,0,27
08/12/2022,13725,10083,257,16396,2039,54
29/12/2019,2479,3521,0,4903,0,0
21/09/2023,16326,11740,314,20496,4733,81
06/07/2019,5214,6141,0,6925,0,0
11/07/2019,12776,9536,421,19204,0,0
17/09/2020,12822,6361,176,12798,5085,73
09/06/2020,9247,4624,131,9710,4853,6
14/01/2022,6282,3971,49,7008,0,39
04/02/2022,12029,6319,100,11191,5591,56
13/02/2021,3220,4787,0,6099,0,30
13/12/2019,16427,12551,306,22808,2053,1
30/04/2023,1843,3261,0,4842,0,11
06/08/2022,2971,4809,0,6471,0,21
17/07/2022,2062,3396,0,4890,0,29
28/04/2021,16743,10003,289,18598,5665,98
18/06/2021,14794,9746,267,16438,4737,64
21/12/2020,8915,6484,188,10986,0,69
07/04/2022,12644,7607,224,13913,4633,55
25/06/2021,13570,9092,224,14802,3337,62
17/03/2022,14363,8534,241,16272,5140,110
15/07/2022,9293,7980,159,12601,0,45
15/02/2021,16004,8666,284,16823,6048,47
18/10/2022,14898,9639,268,17225,4795,68
06/06/2023,15624,10409,376,18010,4978,69
11/05/2022,13897,8834,256,15412,4604,67
13/07/2020,5918,4376,113,8540,0,3
24/08/2021,1788,711,20,1714,27,14
12/10/2022,15012,10006,278,17394,4617,63
22/09/2021,2389,1013,18,2389,0,21
08/09/2022,13343,8664,224,15129,4322,104
18/05/2022,13723,8795,255,15675,4227,50
19/05/2020,6275,3094,92,6537,2527,1
06/05/2020,3735,2108,63,4605,140,16
20/03/2023,16522,10963,345,19721,5551,65
22/10/2021,6021,3057,41,6156,0,39
10/09/2021,2400,847,18,2299,0,36
16/07/2020,7046,5060,133,10048,0,2
24/11/2022,14678,9684,232,16618,3827,94
27/09/2023,13072,11190,322,19284,0,50
07/07/2023,10835,9020,205,14696,0,68
01/02/2021,12304,7426,267,13727,1217,42
10/08/2023,16090,11395,347,20162,4652,95
04/02/2021,16008,8818,269,16473,6887,76
07/12/2023,17506,10909,327,19972,3779,151
01/10/2022,3330,5908,0,7685,0,33
22/10/2020,13517,7067,250,13741,5340,38
21/10/2019,18176,11790,428,24814,5698,0
27/01/2022,7246,4565,94,8304,0,43
24/03/2022,13605,8230,260,15712,4796,69
04/05/2021,15234,8655,304,16176,5157,71
28/01/2022,7358,4799,83,8416,0,51
05/12/2021,1835,3029,0,4304,0,27
06/09/2022,14002,8943,237,15814,4669,35
02/12/2022,13977,10088,199,15873,2973,62
16/04/2021,11478,8901,234,14947,0,81
19/06/2020,9639,5855,115,10813,4784,5
05/08/2021,15753,9203,270,17369,5183,115
27/06/2020,2060,3718,0,4989,0,1
02/01/2021,2113,3514,0,4362,0,25
17/02/2021,16515,9313,288,17924,6045,79
04/02/2023,3792,5316,0,7711,0,20
08/08/2019,17055,11668,450,23975,2072,13
22/11/2019,17767,12251,344,22953,5243,88
25/08/2022,14093,9194,188,16142,4374,72
07/06/2021,15462,9033,287,16468,5400,69
01/05/2022,2116,3635,0,5166,0,15
08/07/2023,3336,4532,0,6482,0,16
18/11/2021,10609,6167,143,11415,4464,51
05/02/2023,2470,4481,0,6197,0,22
16/10/2022,2320,4285,0,6017,0,17
09/06/2021,14998,9167,317,16406,5297,56
01/09/2021,2093,791,24,2000,0,14
22/07/2020,11326,5558,153,11361,5060,34
16/02/2021,16939,8742,341,17743,6211,97
30/08/2022,14116,8863,225,15990,4392,54
29/06/2022,11434,8254,248,13939,2642,49
31/07/2022,1939,3626,0,4918,0,18
04/11/2022,14653,9360,176,15852,3994,80
22/11/2022,14214,9565,263,16618,4049,104
06/11/2020,13752,7333,194,13984,4941,31
09/04/2021,11445,9039,215,14506,0,54
11/11/2023,4154,6325,0,8797,0,17
28/09/2022,10443,8835,262,14540,0,41
16/03/2020,17139,9723,369,22739,6000,0
12/08/2021,12264,7130,217,13291,1925,55
09/01/2022,1473,2326,0,3350,0,30
30/11/2022,14266,9665,248,16658,3458,60
01/04/2022,12837,8514,181,14617,4692,67
28/07/2020,11472,5796,179,11497,5366,56
21/07/2021,15708,8764,325,16434,5252,110
10/04/2023,2417,3853,0,5766,0,21
16/05/2023,16229,11175,421,19552,5001,54
22/06/2023,14273,9779,302,17029,4072,121
22/04/2021,17017,9626,325,18501,5744,75
08/09/2020,12692,6269,189,12158,5132,53
07/09/2020,11841,5825,194,11846,5086,49
13/06/2021,2130,4063,0,5204,0,29
25/11/2022,14427,9851,169,17155,3529,73
13/11/2019,18610,12106,461,25270,5744,9
01/03/2021,16232,8903,310,17113,5857,72
02/11/2021,10172,5042,116,9436,4866,72
19/03/2023,2435,4340,0,6227,0,15
16/08/2021,2079,953,23,2185,14,11
13/05/2020,4050,2306,72,5347,869,0
06/02/2023,16019,10179,307,18489,5868,160
11/11/2021,11004,5523,129,10359,4731,77
28/08/2022,2035,4008,0,5240,0,22
11/09/2020,12248,6821,165,12700,4919,45
22/05/2022,1955,2981,0,4777,0,18
17/04/2022,1569,3203,0,4099,0,14
14/03/2023,17223,11618,355,20989,5625,73
28/01/2020,13109,9653,380,20317,0,0
26/06/2022,2032,3506,0,4891,0,28
19/07/2021,15032,8449,281,15625,5217,61
20/01/2023,11236,8943,200,14207,0,64
14/10/2023,4396,6369,0,8993,0,84
23/09/2022,13042,9011,161,14820,2928,93
28/10/2022,12670,9420,188,15280,2969,55
29/12/2022,5431,3887,18,6497,0,66
18/07/2021,2026,3035,0,4398,0,36
29/08/2022,12670,7783,220,14208,4386,56
20/09/2021,2136,909,23,2215,0,25
04/09/2021,590,433,0,1016,0,11
20/12/2021,8432,6021,172,10552,4,44
03/07/2020,8889,6077,113,11132,2966,4
28/10/2023,4339,6542,0,8932,0,22
06/11/2019,18955,12275,470,25228,5665,0
17/12/2020,12712,8500,249,14190,911,47
28/05/2021,16113,9808,246,16822,5178,91
23/03/2021,14108,8154,322,15402,5170,61
30/06/2021,10372,7411,273,13369,5,59
07/07/2020,7127,5241,142,10067,0,8
26/07/2022,13363,8790,227,15117,4590,54
01/04/2021,15612,9075,252,16471,4890,98
11/08/2021,15917,9295,319,17484,5160,58
03/09/2020,12307,6055,192,11891,5195,49
17/01/2020,12437,10255,315,19115,0,0
20/07/2019,5057,6692,0,7379,0,1
17/08/2023,15096,11170,343,19353,1922,106
09/12/2020,13538,8600,254,14832,2988,49
29/01/2022,2345,2973,0,4511,0,18
22/08/2019,18831,12491,439,26140,5497,1
07/12/2022,14224,10015,268,16799,2268,72
08/11/2021,9798,5040,140,9354,4516,67
23/07/2023,2687,4929,0,7061,0,21
23/12/2019,9651,7544,174,13305,0,0
20/02/2021,3241,4816,0,6232,0,27
10/01/2020,6154,9985,69,10609,0,1
02/04/2021,1268,2517,0,2850,0,12
17/12/2021,10707,7812,161,12696,596,52
03/12/2020,13587,8360,265,14944,4111,44
25/06/2022,3022,4736,0,6342,0,21
02/11/2020,13149,5827,247,12978,5084,51
11/08/2023,15810,11057,262,19274,4372,84
20/08/2019,19431,12269,479,26158,5835,0
30/03/2023,16112,11302,313,19714,4964,66
08/10/2023,2741,4863,0,6946,0,13
22/08/2022,13093,8338,228,15085,4394,32
25/09/2023,12217,10407,314,17834,0,36
07/09/2021,2035,853,24,2189,0,28
17/11/2022,14939,9916,227,16962,4006,62
17/08/2022,14023,9187,261,16260,4319,39
18/09/2021,708,585,0,1217,0,10
20/09/2022,14506,9955,258,16735,4284,115
15/12/2021,10815,6909,216,12610,854,44
23/01/2022,1616,2475,0,3771,0,22
01/08/2020,2174,3638,0,5068,0,45
18/11/2019,17675,11307,422,23598,5681,0
19/08/2020,10950,5173,172,10853,4996,55
04/12/2019,17360,11712,465,23467,4705,1
12/06/2022,1918,3625,0,4776,0,20
01/02/2022,11002,5388,112,10088,5151,55
07/01/2020,10356,7905,351,15447,0,0
04/05/2022,14028,8768,263,15588,4916,118
16/08/2019,18703,12607,346,25086,5447,0
09/08/2019,16883,10790,375,23007,5284,14
13/11/2020,13394,7584,198,13614,4672,65
07/07/2022,9635,7788,226,12984,0,72
12/04/2022,10254,7869,277,13742,0,48
25/12/2019,61,0,0,101,0,0
16/09/2019,18179,11701,496,24422,5790,0
14/07/2019,3584,3486,0,4761,0,3
19/03/2020,15491,7963,330,19246,5873,0
13/12/2020,2251,3621,0,4833,0,26
20/03/2021,3186,4406,0,5835,0,28
13/03/2020,18951,11915,373,25302,5882,0
19/01/2020,2614,3950,0,5203,0,3
24/04/2023,13698,9132,232,16254,1945,61
28/01/2021,10711,6942,280,12890,0,45
24/08/2020,11504,5692,156,11230,5247,55
05/03/2021,15957,9623,205,17175,4850,68
17/12/2023,3133,4329,0,6913,0,407
29/10/2022,3582,6057,0,7179,0,16
24/11/2020,13445,8019,278,14531,4690,80
08/02/2023,16614,10940,336,19728,5921,144
27/09/2019,18492,13384,329,25249,4745,0
16/02/2022,13027,6466,157,12947,5466,55
19/03/2021,16607,9711,236,16941,5569,57
15/12/2019,2865,4472,0,6323,0,0
27/03/2022,2031,2942,0,4909,0,33
10/04/2022,2035,3536,0,5237,0,24
15/04/2022,1155,2768,0,3000,0,8
25/09/2020,10814,5837,171,11165,4109,34
11/09/2022,2040,4185,0,5374,0,27
17/04/2021,3156,4913,0,6445,0,26
27/01/2020,2396,3371,0,5185,0,0
12/02/2021,15506,8650,230,15651,5317,79
01/11/2019,18179,12743,337,24242,5251,1
25/11/2023,4937,6813,0,9863,0,40
13/07/2023,11556,9933,312,16001,0,52
24/09/2021,2510,1025,16,2530,0,26
14/11/2022,13895,8761,271,15661,4206,54
28/09/2020,8822,6028,200,10349,0,28
19/01/2023,11337,8671,262,14881,0,66
16/08/2023,16791,11800,387,20936,4684,113
10/01/2022,5732,3548,73,6644,0,25
04/05/2020,3717,1952,70,4411,131,19
26/07/2023,16680,11726,347,20438,4738,99
